序号,股票代码,股票简称,,上市日期,上市首日换手率(%),发行价(元),上市日期,CPI,PPI,板块涨幅,第一日涨幅,第二日涨幅,第三日涨幅,Max_Close_7,Max_Date_7,天数_7,收益率_7,Max_Close_30,Max_Date_30,天数_30,收益率_30,Max_Close_90,Max_Date_90,天数_90,收益率_90
233,688268,华特气体,2019/12/31,20191226,77.56,22.16,2019/12/26,4.5,-0.5,18.02%,134.66,-0.08,-0.09,51.33,2019/12/26,0,1.32,74.82,2020/1/22,27,2.38,84.2990036,2020/2/18,54,2.804106661
234,688269,凯立新材,2021/6/30,20210609,78.13,18.94,2021/6/9,1.1,8.8,-2.00%,320.22,0.46,-0.09,81.60,2021/6/10,1,3.31,98.15,2021/6/30,21,4.18,99.18662262,2021/8/24,76,4.236886094
235,688270,臻镭科技,2022/1/31,20220127,51.3,61.88,2022/1/27,0.9,9.1,-14.96%,-9.18,-0.02,-0.01,55.92,2022/1/27,0,-0.10,64.38,2022/2/25,29,0.04,69.03063965,2022/3/28,60,0.115556555
236,688271,联影医疗,2022/8/31,20220822,60.76,109.88,2022/8/22,2.5,2.3,-3.43%,64.93,0.00,-0.03,182.00,2022/8/23,1,0.66,182.00,2022/8/23,1,0.66,214.8800049,2022/10/14,53,0.955587959
237,688272,*ST富吉,2021/10/31,20211018,73.44,22.56,2021/10/18,1.5,13.5,1.05%,104.39,0.04,-0.09,48.15,2021/10/22,4,1.13,57.79,2021/11/12,25,1.56,66.42900848,2021/12/1,44,1.944548248
238,688273,麦澜德,2022/8/31,20220811,71.88,40.29,2022/8/11,2.5,2.3,-3.43%,9.38,-0.01,-0.10,43.44,2022/8/11,0,0.08,43.44,2022/8/11,0,0.08,43.43680954,2022/8/11,0,0.078103985
239,688275,万润新能,2022/9/30,20220929,38.39,299.88,2022/9/29,2.8,0.9,-11.28%,-27.59,-0.06,-0.05,217.14,2022/9/29,0,-0.28,217.14,2022/9/29,0,-0.28,223.2599945,2022/11/4,36,-0.255502219
240,688276,百克生物,2021/6/30,20210625,66.11,36.35,2021/6/25,1.1,8.8,-4.07%,226,-0.09,-0.07,118.30,2021/6/25,0,2.25,118.30,2021/6/25,0,2.25,118.2993546,2021/6/25,0,2.25445267
241,688277,天智航,2020/7/31,20200707,75.13,12.04,2020/7/7,2.7,-2.4,16.19%,614.29,0.21,-0.02,118.00,2020/7/13,6,8.80,141.60,2020/7/14,7,10.76,141.6000061,2020/7/14,7,10.76079785
242,688278,特宝生物,2020/1/31,20200117,78.2,8.24,2020/1/17,5.4,0.1,6.64%,328.4,0.21,0.15,49.10,2020/1/21,4,4.96,49.10,2020/1/21,4,4.96,49.09766388,2020/1/21,4,4.958454354
243,688279,峰岹科技,2022/4/30,20220420,48.22,82,2022/4/20,2.1,8,-17.40%,-19.27,-0.07,-0.03,65.80,2022/4/20,0,-0.20,65.80,2022/4/20,0,-0.20,77.19579315,2022/6/24,65,-0.058587888
244,688280,精进电动,2021/10/31,20211027,78.53,13.78,2021/10/27,1.5,13.5,2.72%,28.45,-0.22,0.01,17.70,2021/10/27,0,0.28,21.72,2021/11/17,21,0.58,22.03000069,2021/11/29,33,0.598693809
245,688281,华秦科技,2022/3/31,20220307,75.88,189.5,2022/3/7,1.5,8.3,-12.42%,37.2,0.01,0.12,209.13,2022/3/10,3,0.10,209.13,2022/3/10,3,0.10,264.6499939,2022/6/2,87,0.396569889
246,688282,理工导航,2022/3/31,20220318,51.28,65.21,2022/3/18,1.5,8.3,-12.42%,-15.04,0.02,-0.06,55.59,2022/3/21,3,-0.15,55.59,2022/3/21,3,-0.15,55.59423065,2022/3/21,3,-0.147458509
247,688283,坤恒顺维,2022/2/28,20220215,78.42,33.8,2022/2/15,0.9,8.8,7.77%,11.04,0.00,-0.05,37.65,2022/2/16,1,0.11,37.65,2022/2/16,1,0.11,37.6513443,2022/2/16,1,0.113945098
248,688285,高铁电气,2021/10/31,20211020,76.63,7.18,2021/10/20,1.5,13.5,-3.25%,48.33,-0.08,0.00,10.54,2021/10/20,0,0.47,10.54,2021/10/20,0,0.47,10.70798683,2022/1/6,78,0.491363068
249,688286,敏芯股份,2020/8/31,20200810,79.42,62.67,2020/8/10,2.4,-2,-2.87%,269.4,-0.16,-0.11,230.69,2020/8/10,0,2.68,230.69,2020/8/10,0,2.68,230.6858978,2020/8/10,0,2.680962148
250,688287,观典防务,2022/5/31,20220525,22.95,21.88,2022/5/25,2.1,6.4,13.98%,-23.63,0.08,-0.07,18.06,2022/5/26,1,-0.17,20.58,2022/6/2,8,-0.06,20.57522202,2022/6/2,8,-0.059633363
251,688288,鸿泉物联,2019/11/30,20191106,75.91,24.99,2019/11/6,4.5,-1.4,-4.16%,25.09,0.43,-0.17,43.99,2019/11/7,1,0.76,43.99,2019/11/7,1,0.76,43.98646164,2019/11/7,1,0.760162531
252,688289,圣湘生物,2020/8/31,20200828,67.92,50.48,2020/8/28,2.4,-2,-6.54%,129.91,-0.08,0.01,73.04,2020/8/28,0,0.45,73.04,2020/8/28,0,0.45,81.78387451,2020/10/14,47,0.620124297
253,688290,景业智能,2022/4/30,20220429,50.92,33.89,2022/4/29,2.1,8,-18.61%,-6.37,0.07,-0.06,28.07,2022/5/5,6,-0.17,36.76,2022/5/12,13,0.08,69.23390198,2022/7/27,89,1.042900619
254,688291,金橙子,2022/10/31,20221026,71.28,26.77,2022/10/26,2.1,-1.3,21.46%,27.16,-0.05,-0.13,34.04,2022/10/26,0,0.27,34.04,2022/10/26,0,0.27,34.04000092,2022/10/26,0,0.27157269
255,688292,浩瀚深度,2022/8/31,20220818,69.09,16.56,2022/8/18,2.5,2.3,-2.13%,20.17,-0.07,-0.02,19.90,2022/8/18,0,0.20,19.90,2022/8/18,0,0.20,19.89999962,2022/8/18,0,0.201690798
256,688293,奥浦迈,2022/9/30,20220902,73.47,80.2,2022/9/2,2.8,0.9,-11.32%,58.65,-0.10,0.03,127.24,2022/9/2,0,0.59,132.50,2022/9/22,20,0.65,132.5,2022/9/22,20,0.652119701
257,688295,中复神鹰,2022/4/30,20220406,72.48,29.33,2022/4/6,2.1,8,-18.80%,24.62,-0.09,-0.04,36.55,2022/4/6,0,0.25,36.55,2022/4/6,0,0.25,39.56000137,2022/6/24,79,0.348789682
258,688296,和达科技,2021/7/31,20210727,71.02,12.46,2021/7/27,1,9,-4.32%,161.72,-0.19,0.25,36.76,2021/8/2,6,1.95,54.60,2021/8/25,29,3.38,55.59540176,2021/8/26,30,3.461910254
260,688298,东方生物,2020/2/29,20200205,69.13,21.25,2020/2/5,5.2,-0.4,8.01%,586.96,-0.12,0.06,97.25,2020/2/5,0,3.58,97.25,2020/2/5,0,3.58,97.25489807,2020/2/5,0,3.576701086
261,688299,长阳科技,2019/11/30,20191106,74,13.71,2019/11/6,4.5,-1.4,0.51%,30.27,0.18,-0.04,20.75,2019/11/7,1,0.51,21.74,2019/11/14,8,0.59,24.16711426,2020/1/17,72,0.76273627
262,688300,联瑞新材,2019/11/30,20191115,72.88,27.28,2019/11/15,4.5,-1.4,-4.03%,61.29,-0.15,-0.01,29.61,2019/11/15,0,0.09,29.61,2019/11/15,0,0.09,38.53951645,2020/1/20,66,0.412738873
263,688301,奕瑞科技,2020/9/30,20200918,74.06,119.6,2020/9/18,1.7,-2.1,-5.81%,33.86,0.06,-0.01,119.58,2020/9/23,5,0.00,119.58,2020/9/23,5,0.00,151.9998627,2020/11/10,53,0.270901862
264,688302,海创药业,2022/4/30,20220412,64.49,42.92,2022/4/12,2.1,8,-17.66%,-29.87,0.37,-0.08,41.30,2022/4/13,1,-0.04,41.30,2022/4/13,1,-0.04,47.59999847,2022/6/28,77,0.109040039
265,688303,大全能源,2021/7/31,20210722,62.15,21.49,2021/7/22,1,9,12.75%,184.36,0.02,0.14,65.08,2021/7/26,4,2.03,66.50,2021/8/5,14,2.09,83.43808746,2021/8/31,40,2.88264716
266,688305,科德数控,2021/7/31,20210709,76.6,11.03,2021/7/9,1,9,2.73%,853.04,0.00,0.02,113.80,2021/7/14,5,9.32,113.80,2021/7/14,5,9.32,148.1999969,2021/8/30,52,12.43608313
267,688306,均普智能,2022/3/31,20220322,71.45,5.08,2022/3/22,1.5,8.3,-13.54%,35.43,-0.06,-0.09,6.88,2022/3/22,0,0.35,6.88,2022/3/22,0,0.35,6.880000114,2022/3/22,0,0.354330731
268,688307,中润光学,2023/2/28,20230216,76.2,23.88,2023/2/16,1,-1.4,7.50%,102.18,-0.06,-0.10,48.28,2023/2/16,0,1.02,48.28,2023/2/16,0,1.02,48.27999878,2023/2/16,0,1.021775493
269,688308,欧科亿,2020/12/31,20201210,69.32,23.99,2020/12/10,0.2,-0.4,-5.09%,76.7,-0.17,-0.09,41.68,2020/12/10,0,0.74,41.68,2020/12/10,0,0.74,41.67544174,2020/12/10,0,0.737200573
270,688309,*ST恒誉,2020/7/31,20200714,71.94,24.79,2020/7/14,2.7,-2.4,9.95%,239.73,-0.13,-0.15,84.01,2020/7/14,0,2.39,84.01,2020/7/14,0,2.39,84.01279449,2020/7/14,0,2.388979205
271,688310,迈得医疗,2019/12/31,20191203,72.83,24.79,2019/12/3,4.5,-0.5,12.93%,25.17,-0.10,-0.02,29.71,2019/12/3,0,0.20,29.71,2019/12/3,0,0.20,37.71923828,2020/2/5,64,0.521550556
272,688311,盟升电子,2020/7/31,20200731,74.7,41.58,2020/7/31,2.7,-2.4,26.62%,228.91,0.05,-0.04,149.44,2020/8/6,6,2.59,170.45,2020/8/11,11,3.10,170.4450531,2020/8/11,11,3.099207626
273,688312,燕麦科技,2020/6/30,20200608,72.93,19.68,2020/6/8,2.5,-3,9.64%,210.87,-0.04,-0.05,57.88,2020/6/8,0,1.94,57.88,2020/6/8,0,1.94,57.8841629,2020/6/8,0,1.94126844
274,688313,仕佳光子,2020/8/31,20200812,76.35,10.82,2020/8/12,2.4,-2,-0.10%,269.04,-0.12,0.04,39.74,2020/8/12,0,2.67,39.74,2020/8/12,0,2.67,39.73885345,2020/8/12,0,2.672722131
275,688314,康拓医疗,2021/5/31,20210518,90.58,17.34,2021/5/18,1.3,9,9.23%,430.85,0.11,-0.03,70.72,2021/5/19,1,3.08,91.77,2021/6/1,14,4.29,91.7678833,2021/6/1,14,4.292265473
276,688315,诺禾致源,2021/4/30,20210413,78.51,12.76,2021/4/13,0.9,6.8,15.26%,114.73,-0.09,-0.04,29.84,2021/4/16,3,1.34,43.91,2021/4/29,16,2.44,61.67443466,2021/6/7,55,3.833419644
277,688316,青云科技,2021/3/31,20210316,74.28,63.7,2021/3/16,0.4,4.4,-1.36%,28.93,0.03,-0.14,84.85,2021/3/17,1,0.33,84.85,2021/3/17,1,0.33,95.31999969,2021/6/2,78,0.49638932
278,688317,之江生物,2021/1/31,20210118,66.88,43.22,2021/1/18,-0.3,0.3,-1.09%,73.25,-0.07,0.01,79.68,2021/1/22,4,0.84,84.55,2021/1/25,7,0.96,84.54523468,2021/1/25,7,0.956159988
279,688318,财富趋势,2020/4/30,20200427,72.5,107.41,2020/4/27,3.3,-3.1,4.46%,87.41,-0.12,0.01,140.60,2020/4/27,0,0.31,152.32,2020/5/20,23,0.42,291.1086731,2020/7/8,72,1.710256709
280,688319,欧林生物,2021/6/30,20210608,84.4,9.88,2021/6/8,1.1,8.8,-4.07%,303.85,-0.06,0.00,39.90,2021/6/8,0,3.04,41.02,2021/7/2,24,3.15,41.02000046,2021/7/2,24,3.151821909
281,688320,禾川科技,2022/4/30,20220428,45.68,23.66,2022/4/28,2.1,8,-18.61%,-16.74,-0.03,0.02,19.70,2022/4/28,0,-0.17,20.12,2022/5/11,13,-0.15,53.20000076,2022/6/28,61,1.248520742
282,688321,微芯生物,2019/8/31,20190812,80.76,20.43,2019/8/12,2.8,-0.8,3.19%,366.52,-0.11,0.17,102.00,2019/8/15,3,3.99,102.00,2019/8/15,3,3.99,102,2019/8/15,3,3.992657856
283,688322,奥比中光,2022/7/31,20220707,70.22,30.99,2022/7/7,2.7,4.2,4.12%,38.85,-0.16,-0.08,43.03,2022/7/7,0,0.39,43.09,2022/8/5,29,0.39,43.09000015,2022/8/5,29,0.390448537
284,688323,瑞华泰,2021/4/30,20210428,88.96,5.97,2021/4/28,0.9,6.8,1.03%,354.27,0.04,-0.02,28.02,2021/4/29,1,3.69,36.51,2021/5/11,13,5.12,38.44562912,2021/7/7,70,5.439803873
285,688325,赛微微电,2022/4/30,20220422,36.79,74.55,2022/4/22,2.1,8,-17.40%,-26.06,-0.20,-0.12,55.12,2022/4/22,0,-0.26,55.12,2022/4/22,0,-0.26,65.15000153,2022/6/28,67,-0.126089852
286,688326,经纬恒润,2022/4/30,20220419,39.31,121,2022/4/19,2.1,8,-22.79%,-17.35,0.03,-0.09,103.20,2022/4/20,1,-0.15,111.68,2022/5/18,29,-0.08,165.4499969,2022/7/15,87,0.367355347
287,688327,云从科技,2022/5/31,20220527,73.67,15.37,2022/5/27,2.1,6.4,8.82%,39.23,-0.09,0.35,32.30,2022/6/2,6,1.10,35.88,2022/6/7,11,1.33,35.88000107,2022/6/7,11,1.334417766
288,688328,深科达,2021/3/31,20210309,79.18,16.49,2021/3/9,0.4,4.4,1.83%,216.56,-0.23,-0.06,51.36,2021/3/9,0,2.11,51.36,2021/3/9,0,2.11,51.35549545,2021/3/9,0,2.11434175
289,688329,艾隆科技,2021/3/31,20210329,73.23,16.81,2021/3/29,0.4,4.4,-4.93%,68.35,0.02,-0.07,28.17,2021/3/30,1,0.68,28.17,2021/3/30,1,0.68,49.40692139,2021/6/25,88,1.93913869
290,688330,宏力达,2020/10/31,20201015,63.06,88.23,2020/10/15,0.5,-2.1,5.57%,22.97,-0.06,-0.07,105.56,2020/10/15,0,0.20,105.56,2020/10/15,0,0.20,105.5611038,2020/10/15,0,0.196430962
291,688331,荣昌生物,2022/3/31,20220331,54.28,48,2022/3/31,1.5,8.3,3.49%,-14.92,0.01,0.09,44.80,2022/4/6,6,-0.07,44.80,2022/4/6,6,-0.07,48.20999908,2022/6/24,85,0.004374981
292,688332,中科蓝讯,2022/7/31,20220715,42.34,91.66,2022/7/15,2.7,4.2,-2.15%,-29.85,-0.03,0.00,63.55,2022/7/15,0,-0.31,63.55,2022/7/15,0,-0.31,63.55233002,2022/7/15,0,-0.306651429
293,688333,铂力特,2019/7/31,20190722,82.55,33,2019/7/22,2.8,-0.3,-0.52%,94.94,-0.11,0.18,50.62,2019/7/25,3,0.53,72.27,2019/8/6,15,1.19,72.26686859,2019/8/6,15,1.189905109
294,688335,复洁环保,2020/8/31,20200817,70.24,46.22,2020/8/17,2.4,-2,6.66%,40.89,0.07,-0.06,49.15,2020/8/21,4,0.06,52.58,2020/8/24,7,0.14,52.58015823,2020/8/24,7,0.137606193
295,688336,三生国健,2020/7/31,20200722,67.56,28.18,2020/7/22,2.7,-2.4,22.48%,91.98,0.00,-0.07,54.10,2020/7/22,0,0.92,54.10,2020/7/22,0,0.92,54.09999847,2020/7/22,0,0.919801223
296,688337,普源精电,2022/4/30,20220408,54.72,60.88,2022/4/8,2.1,8,-17.63%,-34.66,-0.08,0.04,40.83,2022/4/14,6,-0.33,44.85,2022/5/5,27,-0.26,63.09999847,2022/7/6,89,0.036465152
297,688338,赛科希德,2020/8/31,20200806,70.79,50.35,2020/8/6,2.4,-2,-6.54%,237.99,-0.12,-0.10,167.72,2020/8/6,0,2.33,167.72,2020/8/6,0,2.33,167.7213898,2020/8/6,0,2.331110025
298,688339,亿华通,2020/8/31,20200810,80.3,76.65,2020/8/10,2.4,-2,5.11%,144.12,-0.06,-0.09,133.66,2020/8/10,0,0.74,133.66,2020/8/10,0,0.74,142.5,2020/9/18,39,0.859099804
299,688343,云天励飞,2023/4/30,20230404,75.67,43.92,2023/4/4,0.5,-3.1,-7.39%,137.04,-0.05,0.02,104.11,2023/4/4,0,1.37,104.11,2023/4/4,0,1.37,104.1100006,2023/4/4,0,1.37044628
300,688345,博力威,2021/6/30,20210611,79.82,25.91,2021/6/11,1.1,8.8,8.94%,228.44,-0.19,-0.10,84.84,2021/6/11,0,2.27,84.84,2021/6/11,0,2.27,84.84014893,2021/6/11,0,2.274417172
301,688348,昱能科技,2022/6/30,20220608,74.46,163,2022/6/8,2.5,6.1,16.43%,77.98,0.02,0.15,377.00,2022/6/14,6,1.31,602.00,2022/7/7,29,2.69,726.5,2022/8/29,82,3.457055215
302,688349,三一重能,2022/6/30,20220622,68.34,29.8,2022/6/22,2.5,6.1,16.43%,37.45,0.04,0.00,43.78,2022/6/27,5,0.47,54.92,2022/7/20,28,0.84,54.91999817,2022/7/20,28,0.842952959
303,688350,富淼科技,2021/1/31,20210128,81.19,13.58,2021/1/28,-0.3,0.3,-9.01%,94.04,0.21,0.20,36.69,2021/2/1,4,1.70,36.69,2021/2/1,4,1.70,36.68821716,2021/2/1,4,1.701636021
304,688351,微电生理,2022/8/31,20220831,50.96,16.51,2022/8/31,2.5,2.3,-3.43%,-20.35,0.03,-0.03,13.89,2022/9/5,5,-0.16,14.18,2022/9/16,16,-0.14,28.60000038,2022/10/26,56,0.732283488
305,688352,颀中科技,2023/4/30,20230420,73.06,12.1,2023/4/20,0.5,-3.1,-5.16%,43.97,-0.14,-0.03,17.42,2023/4/20,0,0.44,17.42,2023/4/20,0,0.44,17.42000008,2023/4/20,0,0.439669428
306,688353,华盛锂电,2022/7/31,20220713,66,98.35,2022/7/13,2.7,4.2,11.18%,14.13,0.02,0.04,120.94,2022/7/19,6,0.23,120.94,2022/7/19,6,0.23,120.9400024,2022/7/19,6,0.229689908
307,688355,明志科技,2021/5/31,20210512,65.34,17.65,2021/5/12,1.3,9,4.03%,54.11,-0.01,-0.04,26.69,2021/5/12,0,0.51,30.52,2021/6/4,23,0.73,30.51599121,2021/6/4,23,0.728951343
308,688356,键凯科技,2020/8/31,20200826,79.38,41.18,2020/8/26,2.4,-2,-1.32%,232.3,-0.22,-0.07,135.83,2020/8/26,0,2.30,135.83,2020/8/26,0,2.30,135.8341064,2020/8/26,0,2.298545567
309,688357,建龙微纳,2019/12/31,20191204,57.57,43.28,2019/12/4,4.5,-0.5,3.64%,-2.15,-0.01,-0.03,42.67,2019/12/10,6,-0.01,47.32,2019/12/25,21,0.09,59.84624481,2020/2/18,76,0.382769058
310,688358,祥生医疗,2019/12/31,20191203,67.36,50.53,2019/12/3,4.5,-0.5,4.47%,2.04,-0.12,-0.01,35.10,2019/12/3,0,-0.31,35.10,2019/12/3,0,-0.31,47.61874771,2020/2/27,86,-0.057614334
311,688359,三孚新科,2021/5/31,20210521,79.26,11.03,2021/5/21,1.3,9,12.98%,253.58,-0.21,0.06,38.82,2021/5/21,0,2.52,41.61,2021/6/2,12,2.77,55.74485779,2021/8/13,84,4.053930896
312,688360,德马科技,2020/6/30,20200602,74.4,25.12,2020/6/2,2.5,-3,5.21%,193.79,-0.02,0.02,72.04,2020/6/2,0,1.87,72.04,2020/6/2,0,1.87,72.0424118,2020/6/2,0,1.867930406
314,688362,甬矽电子,2022/11/30,20221116,70.72,18.54,2022/11/16,1.6,-1.3,4.14%,62.03,0.03,-0.08,30.88,2022/11/17,1,0.67,30.88,2022/11/17,1,0.67,30.87999916,2022/11/17,1,0.665587873
315,688363,华熙生物,2019/11/30,20191106,74.07,47.79,2019/11/6,4.5,-1.4,-7.62%,78.07,0.03,-0.02,98.58,2019/11/15,9,1.06,98.58,2019/11/15,9,1.06,98.5811615,2019/11/15,9,1.062798943
316,688365,光云科技,2020/4/30,20200429,78.89,10.8,2020/4/29,3.3,-3.1,4.46%,252.13,0.13,0.21,42.84,2020/4/30,1,2.97,66.54,2020/5/28,29,5.16,73.39985657,2020/6/3,35,5.796283015
317,688366,昊海生科,2019/10/31,20191030,76.1,89.23,2019/10/30,3.8,-1.6,2.53%,46.48,-0.23,-0.02,128.57,2019/10/30,0,0.44,128.57,2019/10/30,0,0.44,128.5655365,2019/10/30,0,0.440833089
318,688367,工大高科,2021/6/30,20210628,71.67,11.53,2021/6/28,1.1,8.8,0.60%,108.15,-0.07,-0.04,23.74,2021/6/28,0,1.06,27.00,2021/7/6,8,1.34,26.99671745,2021/7/6,8,1.341432563
319,688368,晶丰明源,2019/10/31,20191014,69.96,56.68,2019/10/14,3.8,-1.6,-3.05%,84.12,-0.14,-0.04,100.86,2019/10/14,0,0.78,100.86,2019/10/14,0,0.78,100.8604813,2019/10/14,0,0.779472146
320,688369,致远互联,2019/10/31,20191031,76.65,49.39,2019/10/31,3.8,-1.6,1.69%,55.7,-0.06,-0.02,74.99,2019/10/31,0,0.52,74.99,2019/10/31,0,0.52,74.99234772,2019/10/31,0,0.518371082
321,688370,丛麟科技,2022/8/31,20220825,52.04,59.76,2022/8/25,2.5,2.3,-4.27%,-23.9,-0.06,0.00,45.48,2022/8/25,0,-0.24,45.48,2022/8/25,0,-0.24,45.47999954,2022/8/25,0,-0.238955831
322,688371,菲沃泰,2022/8/31,20220802,67.32,18.54,2022/8/2,2.5,2.3,-2.33%,57.98,0.25,-0.08,36.70,2022/8/3,1,0.98,38.00,2022/8/18,16,1.05,38,2022/8/18,16,1.049622438
323,688372,伟测科技,2022/10/31,20221026,71.82,61.49,2022/10/26,2.1,-1.3,6.74%,81.59,-0.03,-0.10,111.66,2022/10/26,0,0.82,111.66,2022/10/26,0,0.82,123.4800034,2023/1/20,86,1.008131458
324,688373,盟科药业,2022/8/31,20220805,67.84,8.16,2022/8/5,2.5,2.3,-3.73%,33.33,0.06,-0.11,11.58,2022/8/8,3,0.42,11.58,2022/8/8,3,0.42,11.57999992,2022/8/8,3,0.419117638
325,688375,国博电子,2022/7/31,20220722,69.83,70.88,2022/7/22,2.7,4.2,4.56%,35.43,0.00,0.08,103.14,2022/7/26,4,0.46,121.06,2022/8/10,19,0.71,121.06147,2022/8/10,19,0.70797785
326,688376,美埃科技,2022/11/30,20221118,64.4,29.19,2022/11/18,1.6,-1.3,8.17%,29.15,-0.11,-0.04,37.70,2022/11/18,0,0.29,37.70,2022/11/18,0,0.29,38.45000076,2023/2/14,88,0.317231955
327,688377,迪威尔,2020/7/31,20200708,70.54,16.42,2020/7/8,2.7,-2.4,13.32%,143.61,0.01,-0.02,39.77,2020/7/9,1,1.42,39.77,2020/7/9,1,1.42,39.77005386,2020/7/9,1,1.422049565
328,688378,奥来德,2020/9/30,20200903,72.99,62.57,2020/9/3,1.7,-2.1,-7.97%,51.25,0.06,-0.17,67.71,2020/9/4,1,0.08,67.71,2020/9/4,1,0.08,67.70775604,2020/9/4,1,0.082112131
329,688379,华光新材,2020/8/31,20200819,77.05,16.78,2020/8/19,2.4,-2,6.21%,199.23,-0.25,-0.05,49.26,2020/8/19,0,1.94,49.26,2020/8/19,0,1.94,49.26230621,2020/8/19,0,1.935775102
330,688380,中微半导,2022/8/31,20220805,79.54,30.86,2022/8/5,2.5,2.3,-3.10%,82.11,-0.14,-0.04,56.20,2022/8/5,0,0.82,56.20,2022/8/5,0,0.82,56.20000076,2022/8/5,0,0.821127698
331,688381,帝奥微,2022/8/31,20220823,67.4,41.68,2022/8/23,2.5,2.3,-3.10%,15.81,0.02,-0.06,49.05,2022/8/24,1,0.18,49.05,2022/8/24,1,0.18,49.04999924,2022/8/24,1,0.176823398
332,688382,益方生物,2022/7/31,20220725,50.33,18.12,2022/7/25,2.7,4.2,-2.28%,-15.62,-0.05,0.07,15.73,2022/7/28,3,-0.13,15.73,2022/7/28,3,-0.13,15.72999954,2022/7/28,3,-0.13189848
333,688383,新益昌,2021/4/30,20210428,74.3,19.58,2021/4/28,0.9,6.8,-0.92%,234.53,0.19,0.06,81.98,2021/4/30,2,3.19,113.86,2021/5/27,29,4.82,160.8037415,2021/7/26,89,7.212652781
334,688385,复旦微电,2021/8/31,20210804,76.14,6.23,2021/8/4,0.8,9.5,-9.41%,797.27,0.04,-0.05,58.24,2021/8/5,1,8.35,58.24,2021/8/5,1,8.35,58.23668289,2021/8/5,1,8.347782166
335,688386,泛亚微透,2020/10/31,20201016,88.57,16.28,2020/10/16,0.5,-2.1,3.09%,183.6,-0.18,0.09,45.68,2020/10/16,0,1.81,68.67,2020/11/13,28,3.22,82.7552948,2020/11/18,33,4.083249066
336,688387,信科移动,2022/9/30,20220926,46.2,6.05,2022/9/26,2.8,0.9,-9.93%,-3.31,-0.06,0.04,5.85,2022/9/26,0,-0.03,6.05,2022/10/18,22,0.00,6.050000191,2022/10/18,22,3.15264E-08
337,688388,嘉元科技,2019/7/31,20190722,76,28.26,2019/7/22,2.8,-0.3,-2.28%,100.5,0.06,-0.02,61.04,2019/7/30,8,1.16,77.52,2019/8/5,14,1.74,77.51613617,2019/8/5,14,1.742963063
338,688389,普门科技,2019/11/30,20191105,85.53,9.1,2019/11/5,4.5,-1.4,-3.30%,115.71,-0.08,0.11,19.62,2019/11/7,2,1.16,19.62,2019/11/7,2,1.16,19.67528534,2020/1/20,76,1.162119268
339,688390,固德威,2020/9/30,20200904,78.4,37.93,2020/9/4,1.7,-2.1,-0.78%,255.92,-0.08,-0.12,95.50,2020/9/4,0,1.52,109.65,2020/9/23,19,1.89,142.4757538,2020/11/10,67,2.756281407
340,688391,钜泉科技,2022/9/30,20220913,71.42,115,2022/9/13,2.8,0.9,-12.49%,20.09,0.20,-0.03,165.66,2022/9/14,1,0.44,165.66,2022/9/14,1,0.44,165.6600037,2022/9/14,1,0.440521771
341,688392,骄成超声,2022/9/30,20220927,78.22,71.18,2022/9/27,2.8,0.9,-11.28%,69.46,-0.06,0.00,120.62,2022/9/27,0,0.69,144.70,2022/10/26,29,1.03,179,2022/11/21,55,1.514751335
342,688393,安必平,2020/8/31,20200820,71.93,30.56,2020/8/20,2.4,-2,-6.54%,97.91,-0.07,-0.10,59.30,2020/8/20,0,0.94,59.30,2020/8/20,0,0.94,59.29868698,2020/8/20,0,0.940402061
343,688395,正弦电气,2021/4/30,20210429,83.41,15.95,2021/4/29,0.9,6.8,-0.69%,124.58,-0.16,-0.06,35.05,2021/4/29,0,1.20,35.05,2021/4/29,0,1.20,35.05131149,2021/4/29,0,1.197574388
344,688396,华润微,2020/2/29,20200227,61.09,12.8,2020/2/27,5.2,-0.4,6.87%,228.2,0.14,0.03,50.74,2020/3/3,5,2.96,50.74,2020/3/3,5,2.96,50.74438095,2020/3/3,5,2.964404762
345,688398,赛特新材,2020/2/29,20200211,75.78,24.12,2020/2/11,5.2,-0.4,0.91%,252.4,-0.01,-0.10,82.57,2020/2/11,0,2.42,82.57,2020/2/11,0,2.42,82.57448578,2020/2/11,0,2.423486143
346,688399,硕世生物,2019/12/31,20191205,74.07,46.78,2019/12/5,4.5,-0.5,4.47%,17.32,-0.07,-0.01,48.79,2019/12/5,0,0.04,55.74,2019/12/18,13,0.19,104.4446411,2020/2/3,60,1.232677236
347,688400,凌云光,2022/7/31,20220706,69.8,21.93,2022/7/6,2.7,4.2,11.23%,55.4,-0.15,-0.02,34.08,2022/7/6,0,0.55,37.12,2022/8/1,26,0.69,37.11999893,2022/8/1,26,0.69265841
348,688401,路维光电,2022/8/31,20220817,82.03,25.08,2022/8/17,2.5,2.3,-3.10%,129.23,-0.12,-0.08,57.49,2022/8/17,0,1.29,57.49,2022/8/17,0,1.29,57.49000168,2022/8/17,0,1.29226482
349,688403,汇成股份,2022/8/31,20220818,84.1,8.88,2022/8/18,2.5,2.3,-3.10%,90.77,0.03,-0.13,17.49,2022/8/19,1,0.97,17.49,2022/8/19,1,0.97,17.48999977,2022/8/19,1,0.969594569
350,688408,中信博,2020/8/31,20200828,71.35,42.19,2020/8/28,2.4,-2,5.11%,84.4,0.07,-0.02,93.11,2020/9/3,6,1.21,110.02,2020/9/16,19,1.61,155.2724762,2020/11/5,69,2.680314676
